SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerId,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount
ORD1022,3,2023-05-03,21813d25-6552-48a6-83ff-50113d1a85dd,Elizabeth Stewart,ellisyolanda@jones.net,Laptop,4,1762.12,704.85
ORD1023,4,2023-02-05,5958a499-eeea-463e-a1e8-ac6843e42caf,Sherry Wood,tbass@carr-archer.net,Keyboard,3,300.36,90.11
ORD1024,3,2023-09-28,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Matthew Mcmillan,darrell18@nelson.com,Keyboard,7,1930.51,1351.36
ORD1025,2,2024-01-01,afffcfd2-341e-440b-97c7-00aab7b56ea7,Deborah Freeman,waltersmaria@smith.com,Smartphone,7,1990.54,1393.38
ORD1026,5,2023-08-20,8d3aed99-711c-41c9-bdc1-4f1f295d6fbf,Kristina Rodriguez,davenportbrandi@jordan.com,Laptop,4,488.16,195.26
ORD1027,2,2023-10-29,cbceabde-eede-4b07-a623-a6895d59cd2a,Amanda Howard,gomezanita@dickson-brady.com,Tablet,1,188.44,18.84
ORD1028,1,2023-06-19,ccc56569-f9e8-4369-a999-b735dd56cc94,Sierra Johnson,vpham@gmail.com,Laptop,9,514.11,462.7
ORD1029,2,2023-10-20,b386f7a4-c991-403f-a8c1-3091444d610b,Shane Garrison,lisastevens@hoover-savage.com,Keyboard,8,523.84,419.07
ORD1030,1,2023-02-19,6601ddd0-3170-4437-a8f7-ef5a060edf5b,Sean Rasmussen,darlene68@yahoo.com,Mouse,7,740.88,518.62
ORD1031,1,2023-12-11,e08596db-1d87-4966-8710-d430f071d879,Cassandra Estes,rodriguezryan@hotmail.com,Mouse,2,168.19,33.64
ORD1032,1,2023-05-08,9b3080d5-6fb7-4271-904d-281fc9535b63,Mrs. Stephanie Lee,zsmith@mcdaniel.com,Tablet,4,1095.76,438.3
ORD1033,4,2023-05-08,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Erin Edwards,william65@terry-spencer.com,Laptop,8,1625.64,1300.51
ORD1034,5,2023-01-08,610faa3f-f0bb-4c67-aa38-d0a16ba25efe,Stephanie Gilbert,akelley@yahoo.com,Laptop,4,374.31,149.72
ORD1035,4,2023-01-31,c9277d9b-6e0d-4648-b5ce-884149732d6c,Mary Marshall,williamleon@hotmail.com,Tablet,7,54.2,37.94
ORD1036,4,2023-05-27,48a639d0-15b5-4908-a8aa-71582b70e525,Mackenzie Rogers,jeffrey32@williams.org,Monitor,9,1340.65,1206.59
ORD1037,2,2023-01-30,74962764-12a4-4ef0-84bb-b7a9d98868dd,Mark Lee,jross@hotmail.com,Keyboard,9,168.87,151.98
ORD1038,4,2023-09-15,c03f3538-e485-4aa1-816b-6287b00805cc,Stacey Osborne,lindadominguez@williams-wright.com,Keyboard,3,160.92,48.28
ORD1039,1,2023-11-01,76f2dbfe-cd29-436f-a222-82e174daaebf,Victoria Larson,jrivas@yahoo.com,Laptop,4,837.36,334.94
ORD1040,5,2023-11-01,dc8aee30-be60-43f7-a8be-9288e5af6e39,David Wright,rsims@yahoo.com,Laptop,10,209.87,209.87
ORD1041,3,2023-05-14,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Francisco Fernandez,jessebenson@lewis.info,Tablet,6,515.44,309.26
ORD1042,3,2023-08-23,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Taylor Silva,wwoods@molina-castaneda.biz,Smartphone,2,68.17,13.63
ORD1043,1,2023-02-07,8bcf53a1-bc10-4a52-bf5d-2fdf89c8d2ab,Stephanie Freeman,ytucker@yahoo.com,Keyboard,4,1036.48,414.59
ORD1044,1,2023-05-06,67814c1f-cc53-4e36-addc-3e13ab3b4d37,Sara Calhoun,qvargas@miller.com,Smartphone,5,357.61,178.81
ORD1045,5,2023-12-01,0cdf742b-2e85-4b21-b631-de9ddde9f863,Garrett Gibson,aramirez@yahoo.com,Keyboard,1,1352.33,135.23
ORD1046,1,2023-03-10,04f64d86-7866-4765-94f7-ce8dd5bcb8d0,Amy Crane,harringtondenise@herring.com,Smartphone,2,1784.94,356.99
ORD1047,3,2023-11-06,20500494-3d11-4802-a702-878b9f0fda8d,Brian Gould,katie29@hotmail.com,Tablet,6,447.01,268.21
ORD1048,4,2023-05-09,1d5206ab-b7e6-427c-bf78-0e3ff6b751f7,Carla Collins,barbara66@gonzalez.com,Laptop,2,1286.85,257.37
ORD1049,3,2023-03-08,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Lindsay Martinez,amanda51@holland.info,Mouse,5,365.08,182.54
ORD1050,5,2023-01-05,5cb85aed-f5f6-4c97-aefb-63b11b049863,Sandra Zimmerman,jessicasheppard@yahoo.com,Laptop,2,1892.85,378.57
ORD1051,1,2023-07-09,89c5b31a-eb6c-4016-8ee6-24d09dac6e83,Julie Petersen,melissa14@yahoo.com,Keyboard,9,338.78,304.9
ORD1052,1,2023-07-03,91e1aa96-76f7-4255-801f-36bf3e6dd58b,Jamie Johnson,tonykelly@yahoo.com,Tablet,4,1350.52,540.21
ORD1053,4,2023-11-14,989d9d4a-e15c-4666-8797-b2c957207246,Desiree Smith,allenrichard@chang.info,Mouse,3,1855.24,556.57
ORD1054,2,2023-07-31,17d2582e-046a-4df5-8afd-a61372bb912d,Jared Sanchez,wtran@yahoo.com,Laptop,3,1486.3,445.89
ORD1055,2,2023-05-17,54aebd1b-8ce6-424d-bef5-9fe6ff233d5f,Jesse Parker,griffithleslie@herrera.com,Tablet,2,795.96,159.19
ORD1056,2,2023-08-24,b97e6703-46c8-4dfe-bbf4-7042bd1531c8,Paige Carlson,kennethward@smith-ferguson.com,Smartphone,5,1650.05,825.03
ORD1057,2,2023-07-24,8da8eee4-0df5-4ac6-b96b-648a0ba6eab9,Tony Little,salasaudrey@yahoo.com,Smartphone,5,1735.49,867.75
ORD1058,5,2023-07-24,2f32751e-5738-411d-b0c2-903f7a8d03aa,Dawn Hensley,moralescharles@parks.com,Mouse,9,695.74,626.17
ORD1059,3,2023-04-02,1e52d770-3f89-4142-be71-6b1415ce6a66,Jennifer Carlson,chayes@dalton-branch.com,Keyboard,5,124.6,62.3
ORD1060,3,2023-08-12,9c10c572-0f6b-40d0-9efb-a58b9191b363,Annette Farmer,donna23@arnold.com,Keyboard,9,275.51,247.96
ORD1061,1,2023-12-29,980402a2-b07a-4066-b354-35ea68949b8d,Andrew Roberts,ojones@yahoo.com,Monitor,1,1063.84,106.38
ORD1062,2,2023-07-06,96fc734d-a003-4d28-8a8f-3653c9af18f8,Taylor Coleman,rebekahserrano@brown.org,Monitor,2,1900.31,380.06
ORD1063,1,2023-06-03,ebd34616-91b7-4d8e-9301-6989bfbbb17f,Caleb Barker,vincent77@gmail.com,Keyboard,5,1350.44,675.22
ORD1064,5,2023-03-07,6e996e3e-e3b1-47fc-8a34-50fc9918ee46,Lindsey Johnson,keyemily@johnston-hines.com,Tablet,7,1346.61,942.63
ORD1065,2,2023-11-12,7135f221-a6c9-437f-84da-d06a7872bdeb,Catherine Richards,harrisonricky@yahoo.com,Keyboard,5,841.85,420.93
ORD1066,2,2023-08-09,292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Michael Roberts,gibsonleonard@yahoo.com,Keyboard,10,1326.68,1326.68
ORD1067,2,2023-09-19,6778043b-c5c5-437a-b85e-06a11dad09b2,Samantha Smith,hbrown@yahoo.com,Monitor,3,1334.76,400.43
ORD1068,5,2023-06-21,a01ac992-7f9d-4e64-81a6-423b9f64eeed,Anthony Adams,samuel71@dudley.com,Laptop,4,1361.95,544.78
ORD1069,1,2023-01-24,8d03c91e-4f8d-4238-a88b-78b5b5b453ca,Jason Walker,pvalentine@jimenez.com,Tablet,8,1241.98,993.58
ORD1070,5,2023-04-10,6a5d932b-45ff-4c83-b495-db4e82456fb4,Veronica Sanchez,mlee@francis.biz,Mouse,7,1014.04,709.83
ORD1071,1,2023-02-24,81fb18b3-c9a7-491f-af2a-e71357021049,Aaron Barber,seanwashington@yahoo.com,Monitor,4,392.98,157.19
ORD1072,1,2023-10-13,6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,Frank Lopez,xhall@williams-garner.biz,Tablet,2,940.1,188.02
ORD1073,5,2023-11-01,cada4f80-a9e7-42d4-bd08-b32c62d60e93,Veronica Simpson,waynelawrence@sawyer.com,Smartphone,8,1244.67,995.74
ORD1074,5,2023-08-17,03edd1f8-74f9-4d17-a912-b4bf86a4bae4,Jennifer Pena,harrisontanya@hanson-sanders.com,Tablet,8,927.64,742.11
ORD1075,3,2023-09-24,aca2b148-da33-4aa1-941c-dfcdda0d4a5f,Jamie Stewart,williamsonjimmy@hotmail.com,Monitor,4,585.47,234.19
ORD1076,3,2023-06-21,3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,Jessica Garcia,tjackson@williams.com,Smartphone,9,207.13,186.42
ORD1077,2,2023-12-28,25440fe0-6e41-4d47-9ff5-95ea5bc440f1,Jason Maldonado,gregorylynch@harvey-allen.org,Tablet,2,858.99,171.8
ORD1078,1,2023-04-16,a34db7c5-760d-4bbb-bb70-b3a124a35cf2,David Smith,erica21@yahoo.com,Monitor,7,1814.44,1270.11
ORD1079,5,2023-07-14,966b1964-fcd6-4dca-9876-fd09f1faf665,Victor Vaughn,james67@gmail.com,Monitor,1,1888.35,188.84
ORD1080,4,2023-10-03,5be4bf51-9269-4698-a1a1-17293cb98350,Wendy Phillips,alan09@hotmail.com,Mouse,9,1609.74,1448.77
ORD1081,3,2023-08-12,e726be23-e776-4886-9534-ee1d7f2984f5,Robert Lawson,danaoliver@hotmail.com,Monitor,1,808.27,80.83
ORD1082,2,2023-08-28,a8c01f05-c478-46f1-b88e-c318c16d83ed,Breanna Davis,kristina09@oconnor-davis.com,Tablet,10,1091.54,1091.54
ORD1083,1,2023-02-12,2cf6bf75-6a5e-4920-bf5a-e7e653a3dd5a,Richard Walter,maria47@yahoo.com,Mouse,7,314.61,220.23
ORD1084,4,2023-06-17,cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,Victor Taylor,zcoffey@diaz.net,Tablet,8,687.35,549.88
ORD1085,4,2023-05-10,ac3e7b0d-5e5b-413d-b46c-db771fa382e8,Deborah James,leonardthomas@hotmail.com,Laptop,8,87.8,70.24
ORD1086,3,2023-04-25,53f8382b-8fb8-44e4-b173-8856e25d36eb,Connie Brown,debra12@gmail.com,Mouse,2,1573.4,314.68
ORD1087,2,2023-04-13,fef518a6-4dea-4645-8986-bbebf23e323d,Brent Clay Jr.,ellen86@hotmail.com,Laptop,10,347.15,347.15
ORD1088,5,2023-04-22,e2aa7a5d-278e-400d-ba02-66efbe055787,Brett Burns,antonio53@yahoo.com,Monitor,5,1545.45,772.73
ORD1089,1,2023-03-25,dafec8a9-3c71-40be-b357-956071d79665,William Richardson,sandersjames@gmail.com,Smartphone,2,1178.44,235.69
ORD1090,4,2023-07-23,74685b98-d2fe-4fde-9918-b3e5f2f25eef,Daniel Fowler,buchananjohn@buchanan.com,Mouse,4,198.19,79.28
ORD1091,1,2023-12-23,350843f0-8de0-4fc2-83e1-5a85d46ef104,Robin Hall,ramireztracey@fernandez.com,Smartphone,10,1620.78,1620.78
ORD1092,1,2023-06-27,21bddb41-0699-4731-9dcf-8766a93b12cd,Richard Young,thompsonbrian@hotmail.com,Keyboard,7,1339.97,937.98
ORD1093,1,2023-08-04,bee3eb79-1d18-4ee9-86ad-8a8c6bc4123e,Jerome Cox,ngordon@acosta.net,Monitor,2,895.37,179.07
ORD1094,4,2023-12-29,f6ca6b8b-a4b1-4991-b542-46464d37a539,Zachary Boone,henryrenee@gmail.com,Tablet,7,393.47,275.43
ORD1095,5,2023-10-03,9bb96155-5275-4b94-94ae-af5ce63658c9,Cameron Weber,hvang@yahoo.com,Monitor,8,899.37,719.5
ORD1096,2,2023-02-14,6e218b09-9afd-4015-816b-cb9f7426b193,Michael Farrell,ohayes@morgan-chavez.biz,Smartphone,8,525.53,420.42
ORD1097,4,2023-06-22,6d4067f4-5003-4b35-9857-8bafbac7e2b9,David Mckay,davischristopher@yahoo.com,Laptop,8,1709.36,1367.49
ORD1098,3,2023-06-24,5f65c8ce-bd21-4c11-be9d-61ee18b87245,Kristie Willis,jenkinsmorgan@yahoo.com,Smartphone,10,1417.31,1417.31
ORD1099,2,2023-02-13,0d2b91ef-b897-4ec5-aa74-bb18de3b496f,Lindsay Bell,dianewalker@bell.com,Tablet,7,1002.73,701.91
ORD1100,4,2023-08-18,92f837d4-4750-4f1d-833a-1f6c1d691fba,Jeffrey Hoffman,anthony44@bell-white.com,Laptop,2,623.76,124.75
ORD1101,5,2023-07-08,11d059b2-6699-4d99-a847-bce790fa6b57,Mark Johnson,vbarnes@wood.com,Monitor,9,1085.3,976.77
ORD1102,3,2023-06-30,98a21f1c-914d-4fae-b100-13a7c6deb2f0,Anthony Moore,nelsonebony@lawson-perry.com,Mouse,8,578.29,462.63
ORD1103,2,2023-06-11,585d3f86-1d23-44e6-8329-20b7c143f426,Douglas Gregory,brandon69@gmail.com,Laptop,9,1904.21,1713.79
ORD1104,4,2023-05-22,f200c261-4d29-41ab-b455-12f701f7c7ec,Chad Scott,smithjulie@gmail.com,Mouse,10,1954.38,1954.38
ORD1105,1,2023-04-10,b423ccde-8857-4117-a155-46672112507c,Justin Barnett,sandersjudy@yahoo.com,Smartphone,4,753.72,301.49
ORD1106,2,2023-05-21,13eecdc6-ebd1-4d2c-b5b2-745504cc3ede,Laura Berry,darius05@gmail.com,Laptop,1,1129.05,112.91
ORD1107,4,2023-02-22,75c8e90d-9e3d-450d-b296-d9f0cd2372c2,Tamara Davis,ryanmorales@foster.com,Laptop,10,604.46,604.46
ORD1108,1,2023-05-10,2b0abedd-c774-44cb-9543-fc3c38b8f24e,Mark Schmidt,michael23@thomas.com,Monitor,2,1653.13,330.63
ORD1109,1,2023-03-19,c257cf73-c29d-482b-a722-796e9a36d1ec,Cassandra Mejia,wwebster@hotmail.com,Tablet,10,1900.8,1900.8
ORD1110,5,2023-08-02,e1cde87f-ec95-4f87-ae5e-c36572eb7474,Madison Weber,scottharrison@hotmail.com,Keyboard,10,1591.94,1591.94
ORD1111,4,2023-08-15,97674900-4651-4367-8bdc-43184d85a3d2,Jordan Collins,brownmarie@gmail.com,Smartphone,10,1980.56,1980.56
ORD1112,5,2023-02-20,daf481a7-fa34-42e8-9d3f-7d7ea508dc95,Kirk Cruz,kstout@lopez.com,Tablet,4,566.06,226.42
ORD1113,5,2023-02-08,e62d2d06-cf9b-4558-9a7f-195b73557b9d,Vickie Miller,wrightsamuel@warren-bishop.com,Tablet,1,846.61,84.66
ORD1114,1,2023-04-29,632dbb5e-486b-46bf-aafd-e7d95f733a3e,George Harper,riveraangela@yahoo.com,Smartphone,5,1420.83,710.41
ORD1115,3,2023-11-17,da003f16-b946-4bcf-8082-cbb948bddb3e,Susan Marks,aguilardonald@yahoo.com,Keyboard,4,879.02,351.61
ORD1116,3,2023-03-14,b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,Betty Fletcher,angelica52@warner.net,Laptop,1,373.55,37.36
ORD1117,5,2023-05-28,6c645c15-aba3-41cb-a561-e1e917ec889c,Alicia Parker,stacey73@cooke.com,Monitor,2,963.96,192.79
ORD1118,3,2023-09-14,19e45c6a-c9c2-4e69-982c-75654bb907ec,Kimberly Rodgers,nancy92@bennett.org,Keyboard,8,903.63,722.9
ORD1119,3,2023-11-06,b89f72f3-2a60-4652-a714-7668cf1d7d3a,Jason Rhodes,wbishop@bowers.info,Smartphone,1,228.09,22.81
ORD1120,5,2023-10-28,5e2ad32d-31ab-4b56-95c9-fdc7e76adca9,Laura Alexander,ashaw@gmail.com,Laptop,5,1173.68,586.84
ORD1121,5,2023-11-30,9acb394a-cd1f-4318-b31f-63fbd11fc8c0,David Davidson,dawsonzachary@gmail.com,Monitor,5,403.9,201.95
ORD1122,4,2023-02-16,290a3abb-c35b-4fea-9578-d70948f9e3d0,Taylor Hernandez,pottsjeffrey@yahoo.com,Monitor,6,846.28,507.77
ORD1123,2,2023-06-18,06d3db93-ee33-488d-997e-6845e27718c5,James Brooks,brooksanthony@gmail.com,Monitor,8,612.02,489.62
ORD1124,5,2023-01-19,55d596af-a663-42cd-b6f6-dbf1d6d441cc,Brenda Mitchell,katherineharrison@hotmail.com,Monitor,2,663.31,132.66
ORD1125,4,2023-09-21,04dd7054-1448-43f7-a7e6-46c701582463,Ruben Dunn,parsonsjohn@gmail.com,Laptop,9,950.85,855.76
ORD1126,5,2023-09-13,a3925731-6b79-4fcc-bd0a-5f0c0c394ec7,Joyce Rodriguez,chenbailey@hotmail.com,Mouse,8,1531.98,1225.58
ORD1127,3,2023-08-13,0066853d-6de2-49a1-8a90-cd0c24c173b9,Cynthia Butler,carlos88@hartman.info,Mouse,8,286.78,229.42
ORD1128,2,2023-12-30,fb25664d-630a-4767-a2bb-522b0b251279,Paul Kelly,john19@sherman.com,Tablet,5,1124.14,562.07
ORD1129,1,2023-08-25,d49405f0-2cd2-4404-a48e-40f1d0421dfa,Julie Dominguez,bryanparsons@johnson-harris.com,Laptop,3,1021.83,306.55
ORD1130,3,2023-08-01,eef16694-50ca-432d-8aba-590ee2c328aa,James Ochoa,benjamin34@yahoo.com,Monitor,8,525.28,420.22
ORD1131,5,2023-09-18,dda4f4a7-0c3c-4284-87e5-3bbbdcb51c53,Denise Lloyd,ypaul@yahoo.com,Mouse,3,1734.85,520.45
ORD1132,4,2023-06-24,b12b6680-7f07-4cb9-afd3-40c0f945f2fd,Tim Stone PhD,jordanwanda@gmail.com,Keyboard,5,1650.07,825.04
ORD1133,5,2023-10-24,1a43db54-523a-4993-8b34-46bc8ba435cc,Matthew Parker,hannahbell@gmail.com,Mouse,8,1737.26,1389.81
ORD1134,3,2023-10-10,5a4153b3-e95f-476c-9eba-c186ba108217,Jessica Fowler,lambertrichard@owen.com,Keyboard,7,937.92,656.54
ORD1135,2,2023-10-20,c8040fb7-ad97-4b67-9b89-e5cbd942644c,Cameron Young,patrick90@hotmail.com,Monitor,4,1719.23,687.69
ORD1136,4,2023-12-28,f2e6195f-732e-4016-add7-02c92747b93c,Jeremy Jones,raymond43@johnson.info,Monitor,7,1977.41,1384.19
ORD1137,2,2023-09-11,8fc9c86b-e9dd-4bf5-a311-9aca848af440,Reginald Padilla,heather73@taylor.info,Laptop,3,1029.47,308.84
ORD1138,4,2023-02-21,71f2ce8f-b69f-48c3-a60f-d4202c33350c,Rita Ponce DVM,piercekelly@yahoo.com,Keyboard,8,79.93,63.94
ORD1139,2,2023-02-08,b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,Marcia Leon,gallowaylaura@tyler.com,Monitor,5,710.19,355.1
ORD1140,3,2023-12-12,77a7e8b7-5e70-465f-9280-c5aa8dd4595b,Kristen Salazar,parkeryvonne@mendoza.org,Keyboard,7,1910.57,1337.4
ORD1141,4,2023-10-05,5128b9b1-f8ed-40ca-a015-6a7212e153a6,Joanna Frazier,nataliedeleon@hotmail.com,Laptop,10,183.42,183.42
ORD1142,2,2023-02-16,f75d1e3c-c48d-4650-ae95-22d696792482,Jonathan Oneill,kevinmartin@perez.com,Monitor,2,1532.72,306.54
ORD1143,2,2023-12-22,3240d7a1-4027-4b7d-9430-29a9d88f1c94,Krista Martinez,shawgary@hotmail.com,Smartphone,1,139.68,13.97
ORD1144,3,2023-08-09,9fddde2e-a8a2-47ad-abd3-cdcd27794685,Lisa Kirby,millerstacy@baker.org,Tablet,4,1085.77,434.31
ORD1145,2,2023-03-31,e3954cb1-7f7f-4c0a-87c0-d116a394ed54,Donna Frye,lindacohen@yahoo.com,Laptop,10,1748.14,1748.14
ORD1146,5,2023-03-15,0f5675f8-b048-4aa1-92ae-5c22741b77f5,Jason Marshall,larryhiggins@hotmail.com,Tablet,8,1293.91,1035.13
ORD1147,4,2023-05-28,f9b21e6e-586a-446a-9c5b-e7d1fcef1972,Philip Robertson,john14@wright-davis.com,Mouse,9,358.05,322.25
ORD1148,5,2023-06-03,9d896047-dd39-4793-a257-a4a2f204be89,Victor Barrera,james27@hotmail.com,Mouse,7,1396.11,977.28
ORD1149,4,2023-09-05,4efc8248-e10b-4a47-bfae-b7487781321e,Brandon Long MD,brandywilliams@simpson-khan.info,Laptop,4,793.66,317.46
ORD1150,3,2023-01-12,d8e049de-0217-4a0e-8964-90ab4926ce5f,Cesar Baker,zdiaz@gmail.com,Mouse,7,585.24,409.67
ORD1151,1,2023-11-07,5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Angel Gordon,andersoncolin@yahoo.com,Mouse,8,1674.04,1339.23
ORD1152,2,2023-11-07,8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,Nicole Gonzalez,williamsderrick@yahoo.com,Smartphone,4,1291.4,516.56
ORD1153,2,2023-11-18,74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4,Steven Taylor,phillipjensen@yahoo.com,Laptop,1,652.42,65.24
ORD1154,2,2023-02-16,d40ac5e9-81df-4517-961c-921097fe56c5,Katherine Hart,richardsonemily@yahoo.com,Smartphone,6,1507.59,904.55
ORD1155,5,2023-07-07,e61599c8-cbf8-4f86-8ec3-f970956d80e4,Melissa Johnson,tammy99@gmail.com,Keyboard,9,1831.3,1648.17
ORD1156,4,2023-06-01,7afeb114-9561-4813-8d25-9caab8adad87,Mark Harvey,lorraineallen@hotmail.com,Mouse,6,1618.25,970.95
ORD1157,2,2023-12-13,30d73df7-1c22-4cea-b355-56a5f2bd92f2,Erik Hernandez,nshaw@salas-fitzgerald.com,Mouse,7,1936.18,1355.33
ORD1158,4,2023-01-08,35145890-84c8-4c46-a359-5fa4b4adaf89,Yolanda Mendoza,sue78@yahoo.com,Smartphone,9,291.0,261.9
ORD1159,3,2023-10-27,c5a11f5c-ad05-4912-9ab2-8d4a8bd88fcd,Melanie Lara,plee@yahoo.com,Monitor,6,261.27,156.76
ORD1160,5,2023-06-17,f1053252-3990-42c9-8c6a-70f48edec44d,Elizabeth Roberts,wstewart@peck.com,Keyboard,4,1312.92,525.17
ORD1161,3,2023-11-29,6133a34d-8b0e-4eb1-ad37-1d9e92cf6021,Jennifer Reed,bobby15@douglas-burgess.com,Monitor,2,322.57,64.51
ORD1162,4,2023-03-01,4568f426-89e0-4e22-93f4-a49b33baba88,Melissa Taylor,brentstein@little.com,Laptop,4,1780.16,712.06
ORD1163,5,2023-08-03,78ef7666-b7a4-4719-948e-1f6b69ce1e4e,Randy Smith,edelgado@santos-avila.com,Keyboard,3,1776.56,532.97
ORD1164,5,2023-07-28,0f25477d-a559-40e7-8910-fade52380bf2,Ann Andrews,robertmonroe@osborn.info,Smartphone,1,1396.05,139.6
ORD1165,2,2023-07-05,f64e3dfc-bfbe-4c7a-afc5-97382fb21e66,Donna Johnson,hebertmatthew@yahoo.com,Laptop,6,1111.71,667.03
ORD1166,4,2023-05-22,8639bd41-8b15-4d94-a42d-0cd7fd359f6a,Todd Rosales MD,riverajessica@scott.com,Tablet,2,1900.57,380.11
ORD1167,2,2023-11-25,317304b5-c1dd-484a-aca5-8d95915a1c30,Scott Prince,christopher12@gmail.com,Mouse,10,1943.63,1943.63
ORD1168,2,2023-10-17,3f800385-ef92-40b6-92d7-8f107a3a6e96,James Griffin,kevin90@yahoo.com,Tablet,2,1668.14,333.63
ORD1169,2,2023-06-18,3c7e5368-b159-4847-9c0b-9b10a757cb10,Bryan Parker,hannah45@hotmail.com,Tablet,10,55.53,55.53
ORD1170,2,2023-10-04,22319050-f515-4494-b818-cfd33889936a,Jesse Zhang,emiles@hotmail.com,Smartphone,3,264.36,79.31
ORD1171,3,2023-05-02,37e9d2e2-d35a-407a-aa02-17d0cd4f8b2b,Melanie Larson,xrice@stark.com,Keyboard,6,80.77,48.46
ORD1172,4,2023-09-27,8167999f-e723-4da3-8c32-bdb2d42a895e,Joshua Martin,frazierjennifer@yahoo.com,Laptop,2,978.68,195.74
ORD1173,1,2023-08-20,720b274b-82a7-4586-a61d-9cde1747f387,Jody Palmer,hansenemily@yahoo.com,Keyboard,4,1893.56,757.42
