CustomerId,CustomerName,EmailAddress,CustomerSegment,Country
67814c1f-cc53-4e36-addc-3e13ab3b4d37_44,Sara Calhoun 44,qvargasmiller.com44@example.com,Retail,Canada
0cdf742b-2e85-4b21-b631-de9ddde9f863_45,Garrett Gibson 45,aramirezyahoo.com45@example.com,Online,UK
04f64d86-7866-4765-94f7-ce8dd5bcb8d0_46,Amy Crane 46,harringtondeniseherring.com46@example.com,Wholesale,UK
20500494-3d11-4802-a702-878b9f0fda8d_47,Brian Gould 47,katie29hotmail.com47@example.com,Retail,Canada
1d5206ab-b7e6-427c-bf78-0e3ff6b751f7_48,Carla Collins 48,barbara66gonzalez.com48@example.com,Wholesale,France
4d3485c5-c5c1-4eb4-b27b-3d901a16342c_49,Lindsay Martinez 49,amanda51holland.info49@example.com,Wholesale,Germany
5cb85aed-f5f6-4c97-aefb-63b11b049863_50,Sandra Zimmerman 50,jessicasheppardyahoo.com50@example.com,Wholesale,UK
89c5b31a-eb6c-4016-8ee6-24d09dac6e83_51,Julie Petersen 51,melissa14yahoo.com51@example.com,Retail,France
91e1aa96-76f7-4255-801f-36bf3e6dd58b_52,Jamie Johnson 52,tonykellyyahoo.com52@example.com,Wholesale,Canada
989d9d4a-e15c-4666-8797-b2c957207246_53,Desiree Smith 53,allenrichardchang.info53@example.com,Retail,France
17d2582e-046a-4df5-8afd-a61372bb912d_54,Jared Sanchez 54,wtranyahoo.com54@example.com,Wholesale,USA
54aebd1b-8ce6-424d-bef5-9fe6ff233d5f_55,Jesse Parker 55,griffithleslieherrera.com55@example.com,Online,UK
b97e6703-46c8-4dfe-bbf4-7042bd1531c8_56,Paige Carlson 56,kennethwardsmith-ferguson.com56@example.com,Online,Canada
8da8eee4-0df5-4ac6-b96b-648a0ba6eab9_57,Tony Little 57,salasaudreyyahoo.com57@example.com,Retail,Germany
2f32751e-5738-411d-b0c2-903f7a8d03aa_58,Dawn Hensley 58,moralescharlesparks.com58@example.com,Online,Canada
1e52d770-3f89-4142-be71-6b1415ce6a66_59,Jennifer Carlson 59,chayesdalton-branch.com59@example.com,Online,Germany
9c10c572-0f6b-40d0-9efb-a58b9191b363_60,Annette Farmer 60,donna23arnold.com60@example.com,Wholesale,Canada
980402a2-b07a-4066-b354-35ea68949b8d_61,Andrew Roberts 61,ojonesyahoo.com61@example.com,Retail,France
96fc734d-a003-4d28-8a8f-3653c9af18f8_62,Taylor Coleman 62,rebekahserranobrown.org62@example.com,Wholesale,France
ebd34616-91b7-4d8e-9301-6989bfbbb17f_63,Caleb Barker 63,vincent77gmail.com63@example.com,Wholesale,France
6e996e3e-e3b1-47fc-8a34-50fc9918ee46_64,Lindsey Johnson 64,keyemilyjohnston-hines.com64@example.com,Wholesale,USA
7135f221-a6c9-437f-84da-d06a7872bdeb_65,Catherine Richards 65,harrisonrickyyahoo.com65@example.com,Wholesale,Germany
292bd156-db94-4570-9ac7-0ec0ab8ddeb4_66,Michael Roberts 66,gibsonleonardyahoo.com66@example.com,Wholesale,France
6778043b-c5c5-437a-b85e-06a11dad09b2_67,Samantha Smith 67,hbrownyahoo.com67@example.com,Wholesale,USA
a01ac992-7f9d-4e64-81a6-423b9f64eeed_68,Anthony Adams 68,samuel71dudley.com68@example.com,Wholesale,Germany
8d03c91e-4f8d-4238-a88b-78b5b5b453ca_69,Jason Walker 69,pvalentinejimenez.com69@example.com,Retail,Canada
6a5d932b-45ff-4c83-b495-db4e82456fb4_70,Veronica Sanchez 70,mleefrancis.biz70@example.com,Online,USA
81fb18b3-c9a7-491f-af2a-e71357021049_71,Aaron Barber 71,seanwashingtonyahoo.com71@example.com,Wholesale,UK
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8_72,Frank Lopez 72,xhallwilliams-garner.biz72@example.com,Wholesale,USA
cada4f80-a9e7-42d4-bd08-b32c62d60e93_73,Veronica Simpson 73,waynelawrencesawyer.com73@example.com,Wholesale,USA
03edd1f8-74f9-4d17-a912-b4bf86a4bae4_74,Jennifer Pena 74,harrisontanyahanson-sanders.com74@example.com,Wholesale,Germany
aca2b148-da33-4aa1-941c-dfcdda0d4a5f_75,Jamie Stewart 75,williamsonjimmyhotmail.com75@example.com,Wholesale,Canada
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f_76,Jessica Garcia 76,tjacksonwilliams.com76@example.com,Wholesale,UK
25440fe0-6e41-4d47-9ff5-95ea5bc440f1_77,Jason Maldonado 77,gregorylynchharvey-allen.org77@example.com,Online,France
a34db7c5-760d-4bbb-bb70-b3a124a35cf2_78,David Smith 78,erica21yahoo.com78@example.com,Online,France
966b1964-fcd6-4dca-9876-fd09f1faf665_79,Victor Vaughn 79,james67gmail.com79@example.com,Wholesale,USA
5be4bf51-9269-4698-a1a1-17293cb98350_80,Wendy Phillips 80,alan09hotmail.com80@example.com,Online,Germany
e726be23-e776-4886-9534-ee1d7f2984f5_81,Robert Lawson 81,danaoliverhotmail.com81@example.com,Retail,Germany
a8c01f05-c478-46f1-b88e-c318c16d83ed_82,Breanna Davis 82,kristina09oconnor-davis.com82@example.com,Wholesale,France
2cf6bf75-6a5e-4920-bf5a-e7e653a3dd5a_83,Richard Walter 83,maria47yahoo.com83@example.com,Retail,UK
cde22f1c-56b6-4afc-9ed2-55d0bf1e8366_84,Victor Taylor 84,zcoffeydiaz.net84@example.com,Retail,Canada
ac3e7b0d-5e5b-413d-b46c-db771fa382e8_85,Deborah James 85,leonardthomashotmail.com85@example.com,Wholesale,UK
53f8382b-8fb8-44e4-b173-8856e25d36eb_86,Connie Brown 86,debra12gmail.com86@example.com,Online,Canada
fef518a6-4dea-4645-8986-bbebf23e323d_87,Brent Clay Jr. 87,ellen86hotmail.com87@example.com,Retail,France
e2aa7a5d-278e-400d-ba02-66efbe055787_88,Brett Burns 88,antonio53yahoo.com88@example.com,Wholesale,Canada
dafec8a9-3c71-40be-b357-956071d79665_89,William Richardson 89,sandersjamesgmail.com89@example.com,Retail,Germany
74685b98-d2fe-4fde-9918-b3e5f2f25eef_90,Daniel Fowler 90,buchananjohnbuchanan.com90@example.com,Retail,USA
350843f0-8de0-4fc2-83e1-5a85d46ef104_91,Robin Hall 91,ramireztraceyfernandez.com91@example.com,Retail,USA
21bddb41-0699-4731-9dcf-8766a93b12cd_92,Richard Young 92,thompsonbrianhotmail.com92@example.com,Retail,France
bee3eb79-1d18-4ee9-86ad-8a8c6bc4123e_93,Jerome Cox 93,ngordonacosta.net93@example.com,Online,Germany
f6ca6b8b-a4b1-4991-b542-46464d37a539_94,Zachary Boone 94,henryreneegmail.com94@example.com,Retail,UK
9bb96155-5275-4b94-94ae-af5ce63658c9_95,Cameron Weber 95,hvangyahoo.com95@example.com,Retail,Germany
6e218b09-9afd-4015-816b-cb9f7426b193_96,Michael Farrell 96,ohayesmorgan-chavez.biz96@example.com,Retail,USA
6d4067f4-5003-4b35-9857-8bafbac7e2b9_97,David Mckay 97,davischristopheryahoo.com97@example.com,Online,USA
5f65c8ce-bd21-4c11-be9d-61ee18b87245_98,Kristie Willis 98,jenkinsmorganyahoo.com98@example.com,Retail,Germany
0d2b91ef-b897-4ec5-aa74-bb18de3b496f_99,Lindsay Bell 99,dianewalkerbell.com99@example.com,Retail,Germany
92f837d4-4750-4f1d-833a-1f6c1d691fba_100,Jeffrey Hoffman 100,anthony44bell-white.com100@example.com,Online,USA
11d059b2-6699-4d99-a847-bce790fa6b57_101,Mark Johnson 101,vbarneswood.com101@example.com,Online,UK
98a21f1c-914d-4fae-b100-13a7c6deb2f0_102,Anthony Moore 102,nelsonebonylawson-perry.com102@example.com,Online,France
585d3f86-1d23-44e6-8329-20b7c143f426_103,Douglas Gregory 103,brandon69gmail.com103@example.com,Retail,France
f200c261-4d29-41ab-b455-12f701f7c7ec_104,Chad Scott 104,smithjuliegmail.com104@example.com,Online,Germany
b423ccde-8857-4117-a155-46672112507c_105,Justin Barnett 105,sandersjudyyahoo.com105@example.com,Online,France
13eecdc6-ebd1-4d2c-b5b2-745504cc3ede_106,Laura Berry 106,darius05gmail.com106@example.com,Retail,USA
75c8e90d-9e3d-450d-b296-d9f0cd2372c2_107,Tamara Davis 107,ryanmoralesfoster.com107@example.com,Online,USA
2b0abedd-c774-44cb-9543-fc3c38b8f24e_108,Mark Schmidt 108,michael23thomas.com108@example.com,Retail,Germany
c257cf73-c29d-482b-a722-796e9a36d1ec_109,Cassandra Mejia 109,wwebsterhotmail.com109@example.com,Wholesale,Germany
e1cde87f-ec95-4f87-ae5e-c36572eb7474_110,Madison Weber 110,scottharrisonhotmail.com110@example.com,Online,Germany
97674900-4651-4367-8bdc-43184d85a3d2_111,Jordan Collins 111,brownmariegmail.com111@example.com,Wholesale,UK
daf481a7-fa34-42e8-9d3f-7d7ea508dc95_112,Kirk Cruz 112,kstoutlopez.com112@example.com,Retail,France
e62d2d06-cf9b-4558-9a7f-195b73557b9d_113,Vickie Miller 113,wrightsamuelwarren-bishop.com113@example.com,Online,Germany
632dbb5e-486b-46bf-aafd-e7d95f733a3e_114,George Harper 114,riveraangelayahoo.com114@example.com,Retail,Canada
da003f16-b946-4bcf-8082-cbb948bddb3e_115,Susan Marks 115,aguilardonaldyahoo.com115@example.com,Wholesale,Canada
b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8_116,Betty Fletcher 116,angelica52warner.net116@example.com,Retail,USA
6c645c15-aba3-41cb-a561-e1e917ec889c_117,Alicia Parker 117,stacey73cooke.com117@example.com,Online,France
19e45c6a-c9c2-4e69-982c-75654bb907ec_118,Kimberly Rodgers 118,nancy92bennett.org118@example.com,Online,Germany
b89f72f3-2a60-4652-a714-7668cf1d7d3a_119,Jason Rhodes 119,wbishopbowers.info119@example.com,Wholesale,Canada
5e2ad32d-31ab-4b56-95c9-fdc7e76adca9_120,Laura Alexander 120,ashawgmail.com120@example.com,Retail,France
9acb394a-cd1f-4318-b31f-63fbd11fc8c0_121,David Davidson 121,dawsonzacharygmail.com121@example.com,Online,USA
290a3abb-c35b-4fea-9578-d70948f9e3d0_122,Taylor Hernandez 122,pottsjeffreyyahoo.com122@example.com,Wholesale,UK
06d3db93-ee33-488d-997e-6845e27718c5_123,James Brooks 123,brooksanthonygmail.com123@example.com,Online,France
55d596af-a663-42cd-b6f6-dbf1d6d441cc_124,Brenda Mitchell 124,katherineharrisonhotmail.com124@example.com,Online,France
04dd7054-1448-43f7-a7e6-46c701582463_125,Ruben Dunn 125,parsonsjohngmail.com125@example.com,Retail,UK
a3925731-6b79-4fcc-bd0a-5f0c0c394ec7_126,Joyce Rodriguez 126,chenbaileyhotmail.com126@example.com,Online,France
0066853d-6de2-49a1-8a90-cd0c24c173b9_127,Cynthia Butler 127,carlos88hartman.info127@example.com,Retail,USA
fb25664d-630a-4767-a2bb-522b0b251279_128,Paul Kelly 128,john19sherman.com128@example.com,Online,USA
d49405f0-2cd2-4404-a48e-40f1d0421dfa_129,Julie Dominguez 129,bryanparsonsjohnson-harris.com129@example.com,Wholesale,UK
eef16694-50ca-432d-8aba-590ee2c328aa_130,James Ochoa 130,benjamin34yahoo.com130@example.com,Online,Germany
dda4f4a7-0c3c-4284-87e5-3bbbdcb51c53_131,Denise Lloyd 131,ypaulyahoo.com131@example.com,Retail,Canada
b12b6680-7f07-4cb9-afd3-40c0f945f2fd_132,Tim Stone PhD 132,jordanwandagmail.com132@example.com,Retail,Germany
1a43db54-523a-4993-8b34-46bc8ba435cc_133,Matthew Parker 133,hannahbellgmail.com133@example.com,Wholesale,France
5a4153b3-e95f-476c-9eba-c186ba108217_134,Jessica Fowler 134,lambertrichardowen.com134@example.com,Online,Canada
c8040fb7-ad97-4b67-9b89-e5cbd942644c_135,Cameron Young 135,patrick90hotmail.com135@example.com,Online,UK
f2e6195f-732e-4016-add7-02c92747b93c_136,Jeremy Jones 136,raymond43johnson.info136@example.com,Wholesale,UK
8fc9c86b-e9dd-4bf5-a311-9aca848af440_137,Reginald Padilla 137,heather73taylor.info137@example.com,Online,Canada
71f2ce8f-b69f-48c3-a60f-d4202c33350c_138,Rita Ponce DVM 138,piercekellyyahoo.com138@example.com,Online,USA
b5a5f8e6-b639-4f04-a852-4385d9f2dd0d_139,Marcia Leon 139,gallowaylauratyler.com139@example.com,Retail,Canada
77a7e8b7-5e70-465f-9280-c5aa8dd4595b_140,Kristen Salazar 140,parkeryvonnemendoza.org140@example.com,Online,France
5128b9b1-f8ed-40ca-a015-6a7212e153a6_141,Joanna Frazier 141,nataliedeleonhotmail.com141@example.com,Online,USA
f75d1e3c-c48d-4650-ae95-22d696792482_142,Jonathan Oneill 142,kevinmartinperez.com142@example.com,Wholesale,UK
3240d7a1-4027-4b7d-9430-29a9d88f1c94_143,Krista Martinez 143,shawgaryhotmail.com143@example.com,Wholesale,Canada
9fddde2e-a8a2-47ad-abd3-cdcd27794685_144,Lisa Kirby 144,millerstacybaker.org144@example.com,Retail,Germany
e3954cb1-7f7f-4c0a-87c0-d116a394ed54_145,Donna Frye 145,lindacohenyahoo.com145@example.com,Online,Germany
0f5675f8-b048-4aa1-92ae-5c22741b77f5_146,Jason Marshall 146,larryhigginshotmail.com146@example.com,Online,France
f9b21e6e-586a-446a-9c5b-e7d1fcef1972_147,Philip Robertson 147,john14wright-davis.com147@example.com,Online,Germany
9d896047-dd39-4793-a257-a4a2f204be89_148,Victor Barrera 148,james27hotmail.com148@example.com,Retail,Canada
4efc8248-e10b-4a47-bfae-b7487781321e_149,Brandon Long MD 149,brandywilliamssimpson-khan.info149@example.com,Retail,Canada
d8e049de-0217-4a0e-8964-90ab4926ce5f_150,Cesar Baker 150,zdiazgmail.com150@example.com,Wholesale,Germany
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f_151,Angel Gordon 151,andersoncolinyahoo.com151@example.com,Retail,Canada
8ece1128-56ce-4b42-bc9e-1dcbcb7e6268_152,Nicole Gonzalez 152,williamsderrickyahoo.com152@example.com,Online,France
74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4_153,Steven Taylor 153,phillipjensenyahoo.com153@example.com,Online,USA
d40ac5e9-81df-4517-961c-921097fe56c5_154,Katherine Hart 154,richardsonemilyyahoo.com154@example.com,Retail,France
e61599c8-cbf8-4f86-8ec3-f970956d80e4_155,Melissa Johnson 155,tammy99gmail.com155@example.com,Online,France
7afeb114-9561-4813-8d25-9caab8adad87_156,Mark Harvey 156,lorraineallenhotmail.com156@example.com,Online,Canada
30d73df7-1c22-4cea-b355-56a5f2bd92f2_157,Erik Hernandez 157,nshawsalas-fitzgerald.com157@example.com,Retail,USA
35145890-84c8-4c46-a359-5fa4b4adaf89_158,Yolanda Mendoza 158,sue78yahoo.com158@example.com,Retail,Canada
c5a11f5c-ad05-4912-9ab2-8d4a8bd88fcd_159,Melanie Lara 159,pleeyahoo.com159@example.com,Online,UK
f1053252-3990-42c9-8c6a-70f48edec44d_160,Elizabeth Roberts 160,wstewartpeck.com160@example.com,Online,Canada
6133a34d-8b0e-4eb1-ad37-1d9e92cf6021_161,Jennifer Reed 161,bobby15douglas-burgess.com161@example.com,Online,Canada
4568f426-89e0-4e22-93f4-a49b33baba88_162,Melissa Taylor 162,brentsteinlittle.com162@example.com,Wholesale,Canada
78ef7666-b7a4-4719-948e-1f6b69ce1e4e_163,Randy Smith 163,edelgadosantos-avila.com163@example.com,Wholesale,USA
0f25477d-a559-40e7-8910-fade52380bf2_164,Ann Andrews 164,robertmonroeosborn.info164@example.com,Wholesale,Canada
f64e3dfc-bfbe-4c7a-afc5-97382fb21e66_165,Donna Johnson 165,hebertmatthewyahoo.com165@example.com,Retail,USA
8639bd41-8b15-4d94-a42d-0cd7fd359f6a_166,Todd Rosales MD 166,riverajessicascott.com166@example.com,Wholesale,Germany
317304b5-c1dd-484a-aca5-8d95915a1c30_167,Scott Prince 167,christopher12gmail.com167@example.com,Retail,UK
3f800385-ef92-40b6-92d7-8f107a3a6e96_168,James Griffin 168,kevin90yahoo.com168@example.com,Retail,USA
3c7e5368-b159-4847-9c0b-9b10a757cb10_169,Bryan Parker 169,hannah45hotmail.com169@example.com,Wholesale,Germany
22319050-f515-4494-b818-cfd33889936a_170,Jesse Zhang 170,emileshotmail.com170@example.com,Wholesale,USA
37e9d2e2-d35a-407a-aa02-17d0cd4f8b2b_171,Melanie Larson 171,xricestark.com171@example.com,Wholesale,USA
8167999f-e723-4da3-8c32-bdb2d42a895e_172,Joshua Martin 172,frazierjenniferyahoo.com172@example.com,Online,UK
720b274b-82a7-4586-a61d-9cde1747f387_173,Jody Palmer 173,hansenemilyyahoo.com173@example.com,Wholesale,France
41241bb4-655c-4508-8592-bfa5b928e23f_174,Nichole Lane 174,ecoopermcknight.info174@example.com,Online,France
2e13418d-68ab-40ea-897e-c6d1081fc6dc_175,Pamela Good 175,victoria67yahoo.com175@example.com,Retail,USA
f6d22a7b-aec7-4a82-948b-4376602a4e57_176,Kimberly Valdez 176,whiteamandahotmail.com176@example.com,Online,Canada
390239d9-fa8d-4e42-ba54-e9202099d180_177,Nicole Good 177,opatelgmail.com177@example.com,Wholesale,Germany
4690fb15-27b6-48dc-989d-ecb075eb89c2_178,Shaun Cannon 178,bmendezharris.org178@example.com,Retail,Canada
ac09bdb7-9908-4e47-b249-f62c08987462_179,Amber Yang 179,nyounggmail.com179@example.com,Retail,Canada
4a0d2b73-fe54-4e4b-80ff-517323dfecd7_180,Thomas Johnston 180,kevinthomashotmail.com180@example.com,Retail,USA
4ceda164-69df-44e9-b896-41dd8570b59f_181,Justin Vargas 181,dpetersdavid-powers.net181@example.com,Online,USA
6883ac6e-6a94-4054-b241-4482519894d8_182,James Webster 182,melissaturnerhotmail.com182@example.com,Wholesale,USA
ea2c7a51-7688-411f-8e47-58be24f43c62_183,Jason Butler 183,nsanchezlucas-nielsen.com183@example.com,Retail,USA
d453f867-b97e-4224-891f-691217abb863_184,Derrick Nunez 184,lopezkathleenpowers.com184@example.com,Retail,France
03ece8ff-e8b3-4763-b4ff-3f3a4d9dbaeb_185,Colton Figueroa 185,heatherpadillayahoo.com185@example.com,Retail,USA
52555c75-8d55-419e-bd44-cb2cea45ba41_186,Jamie Ferguson 186,jose87yahoo.com186@example.com,Online,France
b8f0188e-fb37-4fae-8d85-63ca193e638d_187,Ryan Rocha 187,robert93hotmail.com187@example.com,Online,France
8da5d39b-42c2-4797-8426-fcc9255b30e2_188,Lauren Butler 188,markjamesporter.com188@example.com,Wholesale,USA
7d1645a0-d253-4966-836b-9a0a41e02a89_189,Maria Henry 189,gary87stark.com189@example.com,Online,UK
d8c128e7-d6cd-4155-88a8-ac7f862138ad_190,Robert Williams 190,otaylorjones.com190@example.com,Retail,Germany
5f8a14bd-74bd-4c93-8177-b66137fe032c_191,Mark Peck 191,ismithhotmail.com191@example.com,Wholesale,Canada
8787ea21-0448-4a22-8308-aa5e694d7b00_192,Kimberly Mitchell 192,danieldavisgmail.com192@example.com,Retail,France
86c5d1d6-9ea9-4508-b122-75923db02235_193,Hector Norton 193,susan79branch.com193@example.com,Retail,Germany
14a34f7f-d90d-419b-93fb-e043af1d5a1a_194,Shannon Malone 194,jgraybrown-smith.com194@example.com,Online,UK
6f14b3f6-d867-488b-bff6-b824152aeaec_195,Erin Madden 195,hallrachelclay.com195@example.com,Wholesale,Canada
e63949d4-47c6-4688-acf3-2053af36b8cc_196,Mary White 196,alibrendahotmail.com196@example.com,Online,Canada
13b22cec-edca-4f94-a5f6-ba53d226a8b3_197,Justin Knight 197,patrick21hotmail.com197@example.com,Online,France
0dbf0caf-588a-4f87-b96d-40f8bed63da0_198,David Jones 198,anthony47yahoo.com198@example.com,Wholesale,USA
f0eebcce-8d93-414a-9b16-71583a67470c_199,Cody Willis 199,bartonkennethgmail.com199@example.com,Retail,UK
4499d0a6-1500-4170-92d1-5585b68e47fa_200,Michael Walters 200,michael10yahoo.com200@example.com,Retail,France
450f69ee-c2e7-4a98-9c23-8d8d71da35b9_201,Brandon Jordan 201,johnsonmichaelgmail.com201@example.com,Wholesale,UK
530ddda6-c8d0-49e5-9919-65ea98d00c2c_202,Alexandria Gutierrez 202,ashleyjacksonjackson-adams.com202@example.com,Retail,USA
2ace1aa9-1032-46b3-a55b-fc1c7e3d5ee4_203,Jason Washington 203,johnathan37jensen.com203@example.com,Wholesale,USA
d773f98d-550c-4fe9-a54c-11d9f2e61828_204,Regina Rivera 204,pochoahotmail.com204@example.com,Wholesale,France
9a6c0db9-5217-4c88-8ce9-53a722d90db3_205,Christina Edwards 205,kelly79gmail.com205@example.com,Online,USA
d105c8d6-47c1-4017-a045-2909536d47d7_206,Holly Frederick 206,erinpiercemurray.com206@example.com,Wholesale,Germany
d1a7ba20-11b4-41e9-b15d-a72dd4cee27c_207,Rebecca Chambers 207,john26jones-ewing.info207@example.com,Online,Canada
81b15db9-88cc-4d49-a69b-29b8950df1a0_208,Sheila Barnes 208,jacqueline89rocha.com208@example.com,Retail,France
0b570720-9cd8-458b-a5a1-c8252a9528c3_209,Maria Lucas 209,grodriguezyahoo.com209@example.com,Retail,UK
84cfee39-bf31-429f-82bb-ad8438d5101f_210,Melissa Walker 210,rfordhotmail.com210@example.com,Retail,Germany
584fc85b-2697-484d-801e-8690b0c07fcc_211,Mrs. Elizabeth Knapp MD 211,larry73webb.info211@example.com,Retail,France
0b705933-4cde-4b6b-9132-567c51a40d2a_212,Ashley Sweeney 212,sarahyangthompson.info212@example.com,Online,USA
a137f8e4-67b1-4040-8c39-b9253b5ae288_213,Martin Reynolds 213,shannonjordanbush.com213@example.com,Retail,USA
cbc72f1a-cf08-4a54-b429-9924c0986750_214,Brian Wiggins 214,mark71lambert-burns.com214@example.com,Wholesale,USA
647dc392-9c7e-4575-a37d-dcd698d3148b_215,Hannah Bruce 215,samantha91anderson.com215@example.com,Wholesale,USA
82c56b21-2430-42da-b185-0eb85f90fc87_216,Kyle Andrews 216,tommymedinahotmail.com216@example.com,Wholesale,UK
8e0ec033-2c59-4da8-bff9-6acfee4205ee_217,Dylan Lopez 217,glennstephanieyahoo.com217@example.com,Online,Germany
